ANEXO 1. ORDENAMENTO DAS TAXAS DE ÓBITO POR AF (Homicídios e óbitos por AF; taxas médias 2010/2012 em municípios com mais de 20.000 habitantes). População Total. Brasil. 2010/2012.,,,,,,,,,,,
Município,UF,Popula-,n. homicídios AF,,,n. óbitos AF,,,Tx. Média*,,Posi-ção
Antônio Olinto,PR,"7,343",0,0,0,0,0,0,,,
Arapuã,PR,"3,469",0,0,1,0,0,1,,,
Araruna,PR,"13,471",1,1,0,1,1,0,,,
Ariranha do Ivaí,PR,"2,389",0,0,0,0,0,0,,,
Assaí,PR,"16,099",3,3,2,3,3,2,,,
Atalaia,PR,"3,898",0,0,0,1,0,0,,,
Balsa Nova,PR,"11,539",1,1,0,1,2,0,,,
Barbosa Ferraz,PR,"12,437",2,3,0,2,3,1,,,
Barra do Jacaré,PR,"2,728",0,0,0,0,0,0,,,
Barracão,PR,"9,796",0,1,1,0,1,2,,,
Bela Vista da Caroba,PR,"3,861",0,0,0,0,0,0,,,
Bela Vista do Paraíso,PR,"15,087",0,1,1,0,1,1,,,
Bituruna,PR,"15,903",0,3,1,0,3,1,,,
Boa Esperança,PR,"4,479",0,0,0,0,0,0,,,
Boa Esperança do Iguaçu,PR,"2,713",0,0,0,0,0,0,,,
Boa Ventura de São Roque,PR,"6,520",0,0,0,0,0,0,,,
Boa Vista da Aparecida,PR,"7,834",3,3,0,3,3,0,,,
Bocaiúva do Sul,PR,"11,280",1,1,3,1,1,4,,,
Bom Jesus do Sul,PR,"3,742",0,0,0,0,0,0,,,
Bom Sucesso,PR,"6,620",0,0,1,0,0,1,,,
Bom Sucesso do Sul,PR,"3,279",0,0,0,0,0,0,,,
Borrazópolis,PR,"7,641",0,0,0,0,0,0,,,
Braganey,PR,"5,667",0,0,0,0,0,1,,,
Brasilândia do Sul,PR,"3,107",0,0,0,0,0,0,,,
Cafeara,PR,"2,727",0,0,1,0,0,1,,,
Cafelândia,PR,"15,194",0,1,0,0,1,0,,,
Cafezal do Sul,PR,"4,236",2,0,0,2,0,0,,,
Califórnia,PR,"8,129",1,1,1,1,2,2,,,
Cambira,PR,"7,319",1,0,0,2,1,0,,,
Campina da Lagoa,PR,"15,149",4,1,2,4,2,2,,,
Campina do Simão,PR,"4,033",0,0,2,0,0,2,,,
Campo Bonito,PR,"4,299",0,0,1,0,0,1,,,
Campo do Tenente,PR,"7,245",0,0,0,0,0,0,,,
Cândido de Abreu,PR,"16,332",0,1,3,0,2,3,,,
Candói,PR,"15,104",1,3,1,1,3,2,,,
Cantagalo,PR,"12,974",0,0,2,0,1,2,,,
Capanema,PR,"18,570",0,0,1,0,0,1,,,
Capitão Leônidas Marques,PR,"15,060",1,5,2,1,5,2,,,
Carambeí,PR,"19,813",0,0,1,0,0,1,,,
Carlópolis,PR,"13,767",0,4,0,0,4,1,,,
Catanduvas,PR,"10,169",1,1,0,1,1,0,,,
Centenário do Sul,PR,"11,096",2,2,1,2,2,1,,,
Cerro Azul,PR,"17,027",2,0,1,2,0,1,,,
Céu Azul,PR,"11,121",1,5,2,1,5,2,,,
Chopinzinho,PR,"19,549",2,8,5,3,8,5,,,
Cidade Gaúcha,PR,"11,294",3,0,2,3,0,2,,,
Clevelândia,PR,"17,075",0,1,4,0,1,5,,,
Congonhinhas,PR,"8,344",0,0,0,1,0,0,,,
Conselheiro Mairinck,PR,"3,663",0,0,2,0,0,2,,,
Contenda,PR,"16,292",1,0,9,1,0,9,,,
Corbélia,PR,"16,389",3,0,1,3,0,1,,,
Coronel Domingos Soares,PR,"7,274",1,0,2,2,0,2,,,
Corumbataí do Sul,PR,"3,860",0,0,0,0,0,0,,,
Cruz Machado,PR,"18,097",0,3,1,0,3,1,,,
Cruzeiro do Iguaçu,PR,"4,261",1,0,1,1,0,1,,,
Cruzeiro do Sul,PR,"4,534",0,0,0,0,0,0,,,
Cruzmaltina,PR,"3,118",0,2,0,0,2,0,,,
Curiúva,PR,"14,077",1,0,0,1,1,0,,,
Diamante do Norte,PR,"5,428",1,1,0,1,1,1,,,
Diamante do Sul,PR,"3,488",0,1,0,0,1,0,,,
Diamante D'Oeste,PR,"5,050",0,0,0,2,0,1,,,
Douradina,PR,"7,640",0,0,0,0,0,0,,,
Doutor Camargo,PR,"5,836",0,0,1,0,0,1,,,
Doutor Ulysses,PR,"5,686",0,2,0,0,2,0,,,
Enéas Marques,PR,"6,061",0,0,0,1,0,0,,,
Engenheiro Beltrão,PR,"13,880",0,1,1,0,1,1,,,
Entre Rios do Oeste,PR,"4,017",0,0,1,0,0,1,,,
Esperança Nova,PR,"1,919",0,0,0,0,0,0,,,
Espigão Alto do Iguaçu,PR,"4,570",1,2,1,1,2,1,,,
Farol,PR,"3,398",1,0,0,1,0,0,,,
Faxinal,PR,"16,421",0,1,2,0,1,2,,,
Fênix,PR,"4,781",0,0,0,0,0,0,,,
Fernandes Pinheiro,PR,"5,867",0,0,0,0,0,0,,,
Figueira,PR,"8,181",0,0,0,0,0,0,,,
Flor da Serra do Sul,PR,"4,695",0,1,0,0,1,0,,,
Floraí,PR,"5,015",0,1,0,0,1,0,,,
Floresta,PR,"6,054",0,1,1,0,1,1,,,
Florestópolis,PR,"11,076",5,4,2,5,4,2,,,
Flórida,PR,"2,560",0,0,0,0,0,0,,,
Formosa do Oeste,PR,"7,358",0,0,2,1,0,2,,,
Foz do Jordão,PR,"5,276",1,2,0,1,2,0,,,
Francisco Alves,PR,"6,337",0,3,2,0,3,2,,,
General Carneiro,PR,"13,635",4,2,2,4,2,4,,,
Godoy Moreira,PR,"3,262",0,0,0,0,0,0,,,
Goioxim,PR,"7,415",2,1,1,2,1,1,,,
Grandes Rios,PR,"6,438",2,0,0,2,0,0,,,
Guairaçá,PR,"6,243",0,0,0,0,0,0,,,
Guamiranga,PR,"8,016",1,0,0,1,0,0,,,
Guapirama,PR,"3,865",0,0,0,0,0,0,,,
Guaporema,PR,"2,223",0,0,0,0,0,1,,,
Guaraci,PR,"5,181",0,0,0,0,1,0,,,
Guaraniaçu,PR,"14,187",1,2,4,1,3,4,,,
Guaraqueçaba,PR,"7,809",0,0,0,0,0,0,,,
Honório Serpa,PR,"5,813",1,0,0,1,0,0,,,
Ibema,PR,"6,096",0,1,1,0,1,1,,,
Icaraíma,PR,"8,657",0,1,1,0,1,1,,,
Iguaraçu,PR,"4,040",0,1,0,0,1,0,,,
Iguatu,PR,"2,231",0,0,0,0,0,0,,,
Imbaú,PR,"11,546",0,3,1,0,4,2,,,
Inácio Martins,PR,"10,940",1,0,0,1,0,0,,,
Inajá,PR,"3,000",1,1,0,1,1,0,,,
Indianópolis,PR,"4,313",0,0,0,0,0,0,,,
Ipiranga,PR,"14,278",0,0,0,0,0,0,,,
Iporã,PR,"14,760",7,5,6,7,6,6,,,
Iracema do Oeste,PR,"2,522",0,1,0,0,1,0,,,
Iretama,PR,"10,515",0,3,0,0,3,0,,,
Itaguajé,PR,"4,538",0,0,0,0,0,0,,,
Itaipulândia,PR,"9,357",0,0,3,0,0,3,,,
Itambaracá,PR,"6,710",1,2,1,2,2,1,,,
Itambé,PR,"5,983",1,0,0,1,0,0,,,
Itapejara d'Oeste,PR,"10,738",1,1,0,1,1,0,,,
Itaúna do Sul,PR,"3,453",0,0,0,0,0,0,,,
Ivaí,PR,"12,954",0,1,1,1,1,1,,,
Ivaté,PR,"7,603",0,1,0,0,1,0,,,
Ivatuba,PR,"3,043",0,0,0,0,0,0,,,
Jaboti,PR,"4,950",0,0,0,0,0,0,,,
Jaguapitã,PR,"12,421",3,2,4,3,2,4,,,
Janiópolis,PR,"6,298",0,0,2,1,0,2,,,
Japira,PR,"4,904",0,0,0,0,0,0,,,
Japurá,PR,"8,669",0,0,1,0,0,1,,,
Jardim Alegre,PR,"12,121",0,0,1,0,0,1,,,
Jardim Olinda,PR,"1,392",0,0,0,0,0,0,,,
Jataizinho,PR,"11,958",0,8,3,0,8,3,,,
Jesuítas,PR,"8,876",1,1,0,1,1,0,,,
Joaquim Távora,PR,"10,899",0,0,1,0,1,1,,,
Jundiaí do Sul,PR,"3,399",0,1,0,0,1,0,,,
Juranda,PR,"7,567",0,0,0,0,0,0,,,
Jussara,PR,"6,657",1,0,0,1,0,0,,,
Kaloré,PR,"4,425",0,0,0,1,0,0,,,
Laranjal,PR,"6,257",1,2,0,1,2,0,,,
Leópolis,PR,"4,101",0,0,0,0,0,0,,,
Lidianópolis,PR,"3,851",0,0,0,0,0,0,,,
Lindoeste,PR,"5,231",0,2,0,0,2,0,,,
Lobato,PR,"4,452",0,0,1,0,0,1,,,
Luiziana,PR,"7,282",2,0,0,2,0,0,,,
Lunardelli,PR,"5,084",0,0,0,0,0,0,,,
Lupionópolis,PR,"4,633",1,0,0,1,0,0,,,
Mallet,PR,"13,030",0,0,0,0,0,0,,,
Mamborê,PR,"13,781",1,1,0,1,2,0,,,
Manfrinópolis,PR,"3,026",0,0,0,0,0,0,,,
Mangueirinha,PR,"16,941",2,3,0,2,4,0,,,
Manoel Ribas,PR,"13,185",1,0,1,1,0,1,,,
Maria Helena,PR,"5,892",3,0,1,3,0,1,,,
Marilândia do Sul,PR,"8,832",1,0,0,2,0,0,,,
Marilena,PR,"6,874",1,1,1,1,1,1,,,
Mariluz,PR,"10,214",2,0,3,2,0,3,,,
Mariópolis,PR,"6,306",0,0,0,0,0,0,,,
Maripá,PR,"5,654",0,2,0,0,2,0,,,
Marmeleiro,PR,"13,936",1,2,2,1,2,3,,,
Marquinho,PR,"4,879",0,0,0,0,0,0,,,
Marumbi,PR,"4,602",0,1,0,0,1,0,,,
Matelândia,PR,"16,340",8,8,7,8,9,7,,,
Mato Rico,PR,"3,716",0,0,2,0,0,2,,,
Mauá da Serra,PR,"8,870",2,1,1,2,1,1,,,
Mercedes,PR,"5,113",0,1,0,1,1,0,,,
Mirador,PR,"2,301",0,0,0,0,0,0,,,
Miraselva,PR,"1,848",0,0,0,0,0,0,,,
Missal,PR,"10,481",1,0,2,1,0,2,,,
Moreira Sales,PR,"12,487",0,0,0,0,0,0,,,
Morretes,PR,"15,785",3,0,1,3,0,1,,,
Munhoz de Melo,PR,"3,713",0,3,0,0,3,0,,,
Nossa Senhora das Graças,PR,"3,930",0,0,0,0,0,0,,,
Nova Aliança do Ivaí,PR,"1,446",0,0,0,0,0,0,,,
Nova América da Colina,PR,"3,462",0,0,0,0,0,0,,,
Nova Aurora,PR,"11,598",5,2,3,5,2,3,,,
Nova Cantu,PR,"7,050",1,0,0,2,1,0,,,
Nova Esperança do Sudoeste,PR,"5,074",0,0,0,0,0,0,,,
Nova Fátima,PR,"8,124",0,0,0,0,0,1,,,
Nova Laranjeiras,PR,"11,690",2,1,3,2,1,3,,,
Nova Londrina,PR,"13,052",0,1,3,0,2,3,,,
Nova Olímpia,PR,"5,537",0,0,0,0,0,0,,,
Nova Prata do Iguaçu,PR,"10,374",1,0,0,1,0,0,,,
Nova Santa Bárbara,PR,"3,953",0,0,0,0,0,0,,,
Nova Santa Rosa,PR,"7,702",2,0,2,2,0,2,,,
Nova Tebas,PR,"7,085",0,3,0,0,3,0,,,
Novo Itacolomi,PR,"2,822",0,0,1,0,0,1,,,
Ourizona,PR,"3,378",0,0,0,0,0,0,,,
Ouro Verde do Oeste,PR,"5,726",2,1,0,2,1,0,,,
Palmital,PR,"14,538",1,3,0,1,3,0,,,
Paraíso do Norte,PR,"12,079",2,0,0,2,0,0,,,
Paranacity,PR,"10,423",1,4,0,1,4,0,,,
Paranapoema,PR,"2,852",0,1,0,0,1,0,,,
Pato Bragado,PR,"4,939",1,0,1,1,0,1,,,
Paula Freitas,PR,"5,491",0,0,0,0,0,0,,,
Paulo Frontin,PR,"6,966",0,0,0,0,0,0,,,
Peabiru,PR,"13,645",3,2,2,3,2,3,,,
Perobal,PR,"5,708",1,0,0,1,1,0,,,
Pérola,PR,"10,348",0,3,2,0,3,2,,,
Pérola d'Oeste,PR,"6,672",0,0,0,0,0,0,,,
Piên,PR,"11,454",3,0,1,3,0,1,,,
Pinhal de São Bento,PR,"2,635",0,0,0,0,0,0,,,
Pinhalão,PR,"6,215",0,0,0,0,0,0,,,
Pitangueiras,PR,"2,874",0,0,0,0,0,0,,,
Planaltina do Paraná,PR,"4,111",0,0,0,0,0,0,,,
Planalto,PR,"13,584",0,0,0,1,2,1,,,
Porecatu,PR,"13,934",3,4,4,3,5,4,,,
Porto Amazonas,PR,"4,556",1,1,0,1,1,0,,,
Porto Barreiro,PR,"3,582",0,0,0,0,0,0,,,
Porto Rico,PR,"2,527",1,0,0,1,0,0,,,
Porto Vitória,PR,"4,016",0,1,0,0,1,0,,,
Prado Ferreira,PR,"3,477",0,0,1,0,0,1,,,
Pranchita,PR,"5,533",0,2,0,0,2,0,,,
Presidente Castelo Branco,PR,"4,857",1,1,0,1,1,0,,,
Primeiro de Maio,PR,"10,848",0,1,0,0,1,0,,,
Quarto Centenário,PR,"4,784",0,0,0,0,0,1,,,
Quatiguá,PR,"7,091",0,0,0,0,0,0,,,
Quatro Pontes,PR,"3,827",1,0,0,1,0,0,,,
Querência do Norte,PR,"11,773",3,2,3,3,3,5,,,
Quinta do Sol,PR,"4,987",0,0,0,0,0,0,,,
Quitandinha,PR,"17,364",2,0,0,2,1,0,,,
Ramilândia,PR,"4,175",6,0,2,6,0,2,,,
Rancho Alegre,PR,"3,919",1,0,0,1,0,0,,,
Rancho Alegre D'Oeste,PR,"2,807",0,0,0,0,0,0,,,
Realeza,PR,"16,386",1,2,1,1,2,1,,,
Rebouças,PR,"14,254",1,0,3,2,1,3,,,
Renascença,PR,"6,790",0,0,1,0,0,1,,,
Reserva do Iguaçu,PR,"7,402",0,0,0,1,1,0,,,
Ribeirão Claro,PR,"10,645",0,1,0,1,1,0,,,
Ribeirão do Pinhal,PR,"13,401",1,2,0,1,2,0,,,
Rio Azul,PR,"14,255",0,0,0,0,0,0,,,
Rio Bom,PR,"3,302",0,0,0,0,0,0,,,
Rio Bonito do Iguaçu,PR,"13,125",3,1,1,3,1,1,,,
Rio Branco do Ivaí,PR,"3,920",0,0,0,0,0,0,,,
Roncador,PR,"11,221",0,3,0,0,3,0,,,
Rondon,PR,"9,060",0,2,1,0,2,1,,,
Rosário do Ivaí,PR,"5,438",0,0,1,0,0,1,,,
Sabáudia,PR,"6,200",0,0,0,0,0,0,,,
Salgado Filho,PR,"4,253",1,0,0,1,0,0,,,
Salto do Itararé,PR,"5,122",0,0,0,0,0,0,,,
Salto do Lontra,PR,"13,830",0,4,1,1,4,2,,,
Santa Amélia,PR,"3,712",0,0,0,0,0,0,,,
Santa Cecília do Pavão,PR,"3,583",0,0,0,0,0,0,,,
Santa Cruz de Monte Castelo,PR,"8,019",0,0,0,0,0,0,,,
Santa Fé,PR,"10,668",0,0,0,0,0,0,,,
Santa Inês,PR,"1,776",0,0,0,0,0,0,,,
Santa Isabel do Ivaí,PR,"8,701",0,0,2,0,0,2,,,
Santa Izabel do Oeste,PR,"13,347",0,0,0,0,0,1,,,
Santa Lúcia,PR,"3,895",0,0,0,0,0,0,,,
Santa Maria do Oeste,PR,"11,178",0,0,1,0,0,1,,,
Santa Mariana,PR,"12,279",1,1,2,1,2,2,,,
Santa Mônica,PR,"3,629",0,0,1,1,0,1,,,
Santa Tereza do Oeste,PR,"10,269",0,4,6,0,4,6,,,
Santana do Itararé,PR,"5,191",0,0,0,0,0,0,,,
Santo Antônio do Caiuá,PR,"2,705",0,1,0,0,1,0,,,
Santo Antônio do Paraíso,PR,"2,351",0,0,0,0,0,0,,,
Santo Antônio do Sudoeste,PR,"19,048",2,1,1,2,1,1,,,
Santo Inácio,PR,"5,282",0,0,0,0,0,0,,,
São Carlos do Ivaí,PR,"6,422",1,0,0,1,0,0,,,
São Jerônimo da Serra,PR,"11,275",0,2,1,0,2,1,,,
São João,PR,"10,508",1,0,1,1,0,1,,,
São João do Caiuá,PR,"5,884",0,0,1,0,0,1,,,
São João do Ivaí,PR,"11,273",2,1,0,2,1,0,,,
São João do Triunfo,PR,"13,899",0,0,0,0,0,0,,,
São Jorge do Ivaí,PR,"5,506",0,0,0,0,0,0,,,
São Jorge do Patrocínio,PR,"5,956",0,0,0,0,0,0,,,
São Jorge d'Oeste,PR,"9,052",0,2,2,1,3,3,,,
São José da Boa Vista,PR,"6,441",0,4,1,0,4,1,,,
São José das Palmeiras,PR,"3,789",0,0,0,0,0,1,,,
São Manoel do Paraná,PR,"2,102",0,0,0,0,0,0,,,
São Pedro do Iguaçu,PR,"6,373",1,1,0,1,1,0,,,
São Pedro do Ivaí,PR,"10,272",0,0,3,0,0,4,,,
São Pedro do Paraná,PR,"2,454",0,0,0,0,0,0,,,
São Sebastião da Amoreira,PR,"8,638",1,0,1,1,0,1,,,
São Tomé,PR,"5,395",0,0,0,0,0,0,,,
Sapopema,PR,"6,716",0,0,1,0,1,1,,,
Saudade do Iguaçu,PR,"5,092",1,1,3,1,1,3,,,
Sengés,PR,"18,511",1,0,1,1,0,2,,,
Serranópolis do Iguaçu,PR,"4,543",0,0,1,0,0,1,,,
Sertaneja,PR,"5,711",0,0,0,0,0,0,,,
Sertanópolis,PR,"15,713",3,3,2,3,3,2,,,
Siqueira Campos,PR,"18,825",1,0,0,1,0,0,,,
Sulina,PR,"3,315",2,0,0,2,1,0,,,
Tamarana,PR,"12,647",1,4,9,1,5,9,,,
Tamboara,PR,"4,726",2,0,0,2,0,0,,,
Tapejara,PR,"14,822",0,1,1,0,1,1,,,
Tapira,PR,"5,769",0,0,0,0,0,0,,,
Teixeira Soares,PR,"10,599",1,0,0,1,0,0,,,
Terra Boa,PR,"15,948",0,0,3,0,0,3,,,
Terra Rica,PR,"15,437",1,1,3,1,1,3,,,
Terra Roxa,PR,"16,829",1,4,5,1,4,5,,,
Tibagi,PR,"19,482",0,3,0,0,3,0,,,
Tijucas do Sul,PR,"14,881",2,2,1,2,2,2,,,
Tomazina,PR,"8,619",0,0,0,0,0,1,,,
Três Barras do Paraná,PR,"11,825",0,1,1,0,1,1,,,
Tunas do Paraná,PR,"6,656",1,0,0,1,0,0,,,
Tuneiras do Oeste,PR,"8,647",0,1,0,0,1,0,,,
Tupãssi,PR,"7,994",1,0,0,1,0,0,,,
Turvo,PR,"13,628",0,1,1,1,3,1,,,
Uniflor,PR,"2,482",0,0,0,0,0,0,,,
Uraí,PR,"11,411",0,0,0,1,0,0,,,
Ventania,PR,"10,249",0,0,2,0,0,2,,,
Vera Cruz do Oeste,PR,"8,871",1,1,1,1,1,1,,,
Verê,PR,"7,751",0,0,0,0,0,0,,,
Virmond,PR,"3,951",0,0,0,0,0,0,,,
Vitorino,PR,"6,548",0,0,0,0,0,0,,,
Wenceslau Braz,PR,"19,259",1,1,1,1,1,1,,,
Xambrê,PR,"5,939",1,5,1,1,5,1,,,
Cabo Frio,RJ,"195,197",82,83,105,83,84,105,46.1,46.4,88º
Paraty,RJ,"38,740",13,15,23,13,15,23,43.9,43.9,106º
Nova Iguaçu,RJ,"801,746",347,333,349,350,336,351,42.8,43.1,112º
Armação dos Búzios,RJ,"28,973",11,10,14,11,10,14,40.3,40.3,134º
Japeri,RJ,"97,337",45,33,35,45,35,35,38.7,39.4,140º
Itaguaí,RJ,"113,182",45,30,52,46,31,55,37.4,38.9,146º
Macaé,RJ,"217,951",91,73,68,93,74,68,35.5,35.9,185º
Campos dos Goytacazes,RJ,"472,300",166,151,188,166,154,188,35.6,35.9,187º
Duque de Caxias,RJ,"867,067",307,279,332,308,282,336,35.3,35.6,190º
Angra dos Reis,RJ,"177,101",55,67,41,56,68,43,30.7,31.4,239º
Mangaratiba,RJ,"38,201",12,7,17,12,7,17,31.4,31.4,240º
São Pedro da Aldeia,RJ,"91,542",21,33,30,22,33,31,30.6,31.3,242º
Araruama,RJ,"116,418",31,30,41,32,32,42,29.2,30.4,257º
Belford Roxo,RJ,"474,596",151,138,129,153,144,133,29.4,30.2,261º
São Gonçalo,RJ,"1,016,128",337,261,247,346,266,251,27.7,28.3,293º
Itaboraí,RJ,"222,618",86,48,50,86,50,53,27.6,28.3,294º
Resende,RJ,"122,068",34,28,35,36,29,36,26.5,27.6,303º
São João da Barra,RJ,"33,512",11,6,9,11,6,10,25.9,26.9,310º
Niterói,RJ,"491,807",151,115,112,156,116,115,25.6,26.2,324º
Rio das Ostras,RJ,"116,134",30,19,40,30,20,41,25.5,26.1,326º
Queimados,RJ,"140,374",38,27,35,39,30,37,23.7,25.2,347º
Nilópolis,RJ,"157,986",47,41,23,49,45,24,23.4,24.9,353º
Conceição de Macabu,RJ,"21,613",6,6,4,6,6,4,24.7,24.7,362º
Miguel Pereira,RJ,"24,754",2,5,10,2,6,10,22.9,24.2,374º
Magé,RJ,"230,568",48,57,57,48,58,58,23.4,23.7,383º
São João de Meriti,RJ,"460,062",123,80,113,125,83,115,22.9,23.4,390º
Volta Redonda,RJ,"260,180",71,45,51,73,45,51,21.4,21.7,427º
Mesquita,RJ,"169,537",47,21,32,48,23,33,19.7,20.4,452º
Rio de Janeiro,RJ,"6,390,290","1,443","1,146",997,"1,473","1,197","1,050",18.7,19.4,480º
Iguaba Grande,RJ,"24,079",8,1,4,8,1,5,18.0,19.4,481º
Casimiro de Abreu,RJ,"37,340",7,9,4,7,9,5,17.9,18.7,504º
Seropédica,RJ,"80,138",12,13,18,13,13,19,17.9,18.7,505º
Guapimirim,RJ,"53,527",6,9,13,6,9,13,17.4,17.4,545º
Barra Mansa,RJ,"178,880",31,32,26,31,32,26,16.6,16.6,571º
Maricá,RJ,"135,121",18,25,21,18,26,23,15.8,16.5,574º
São Francisco de Itabapoana,RJ,"41,386",11,3,4,12,3,5,14.5,16.1,587º
Itaocara,RJ,"22,884",3,4,3,4,4,3,14.6,16.0,592º
Itatiaia,RJ,"29,394",4,4,6,4,4,6,15.9,15.9,601º
Itaperuna,RJ,"97,219",20,15,10,20,15,11,15.4,15.8,605º
Arraial do Cabo,RJ,"28,295",5,3,2,5,4,2,11.8,13.0,724º
Paty do Alferes,RJ,"26,575",3,2,5,3,2,5,12.5,12.5,752º
Saquarema,RJ,"77,522",7,13,7,7,13,8,11.6,12.0,774º
Bom Jardim,RJ,"25,738",3,3,2,3,3,2,10.4,10.4,872º
Pinheiral,RJ,"23,208",3,2,2,3,2,2,10.1,10.1,889º
Nova Friburgo,RJ,"183,391",19,12,18,22,14,18,8.9,9.8,903º
Paraíba do Sul,RJ,"41,639",5,1,6,5,1,6,9.6,9.6,913º
Vassouras,RJ,"34,858",2,3,3,2,3,5,7.7,9.6,918º
Barra do Piraí,RJ,"95,726",7,11,8,7,11,8,9.1,9.1,951º
Rio Bonito,RJ,"56,436",6,6,3,6,6,3,8.9,8.9,964º
Tanguá,RJ,"31,438",5,1,1,6,1,1,7.4,8.5,987º
Cachoeiras de Macacu,RJ,"55,139",3,4,5,3,6,5,7.3,8.5,989º
Quissamã,RJ,"21,234",0,2,3,0,2,3,7.8,7.8,1032º
Silva Jardim,RJ,"21,362",1,2,1,1,2,2,6.2,7.8,1035º
Teresópolis,RJ,"167,622",14,5,15,15,5,16,6.8,7.2,1077º
São Fidélis,RJ,"37,657",1,3,3,1,3,3,6.2,6.2,1170º
Paracambi,RJ,"48,129",3,0,4,3,1,4,4.8,5.5,1225º
Valença,RJ,"72,679",5,2,1,5,4,3,3.7,5.5,1229º
Petrópolis,RJ,"297,192",18,10,13,21,10,15,4.6,5.2,1261º
Miracema,RJ,"26,810",2,1,1,2,1,1,5.0,5.0,1280º
Piraí,RJ,"26,948",0,3,1,0,3,1,4.9,4.9,1283º
Santo Antônio de Pádua,RJ,"40,876",2,0,2,3,0,3,3.3,4.9,1292º
Três Rios,RJ,"78,256",3,5,2,3,5,2,4.3,4.3,1350º
Cordeiro,RJ,"20,707",0,1,0,1,1,0,1.6,3.2,1445º
Bom Jesus do Itabapoana,RJ,"35,677",1,1,0,1,1,0,1.9,1.9,1548º
São José do Vale do Rio Preto,RJ,"20,540",0,0,0,0,0,0,0.0,0.0,1627º
Aperibé,RJ,"10,545",0,1,1,0,1,1,,,
Areal,RJ,"11,654",0,0,0,0,0,0,,,
Cambuci,RJ,"14,851",1,0,0,1,0,1,,,
Cantagalo,RJ,"19,830",6,0,1,6,0,1,,,
Carapebus,RJ,"14,024",3,3,3,3,3,3,,,
Cardoso Moreira,RJ,"12,601",5,2,0,5,2,0,,,
Carmo,RJ,"17,758",1,1,1,1,2,1,,,
Comendador Levy Gasparian,RJ,"8,219",0,1,0,0,1,0,,,
Duas Barras,RJ,"11,020",0,0,0,0,0,0,,,
Engenheiro Paulo de Frontin,RJ,"13,408",0,0,1,0,0,1,,,
Italva,RJ,"14,281",0,1,0,0,1,0,,,
Laje do Muriaé,RJ,"7,424",1,0,1,1,0,1,,,
Macuco,RJ,"5,327",0,0,1,0,0,1,,,
Mendes,RJ,"18,024",1,1,1,1,1,1,,,
Natividade,RJ,"15,076",0,0,0,0,0,0,,,
Porciúncula,RJ,"18,034",0,0,0,0,0,0,,,
Porto Real,RJ,"17,272",5,0,2,5,0,2,,,
Quatis,RJ,"13,105",0,1,1,0,2,1,,,
Rio Claro,RJ,"17,606",1,1,1,2,2,1,,,
Rio das Flores,RJ,"8,703",0,0,1,0,0,1,,,
Santa Maria Madalena,RJ,"10,298",4,2,0,4,2,0,,,
São José de Ubá,RJ,"7,093",0,0,0,0,0,0,,,
São Sebastião do Alto,RJ,"8,970",0,2,0,0,2,0,,,
Sapucaia,RJ,"17,581",0,0,1,0,0,1,,,
Sumidouro,RJ,"15,010",1,0,0,1,0,0,,,
Trajano de Moraes,RJ,"10,327",0,0,1,0,0,1,,,
Varre-Sai,RJ,"9,720",0,0,0,0,0,0,,,
Mossoró,RN,"266,758",117,181,140,120,181,142,54.7,55.4,52º
Extremoz,RN,"25,324",8,0,19,12,4,25,35.5,54.0,57º
Natal,RN,"817,590",254,303,356,264,327,400,37.2,40.4,133º
São Gonçalo do Amarante,RN,"90,376",19,46,28,24,46,31,34.3,37.3,170º
Macaíba,RN,"71,670",20,18,30,20,18,32,31.6,32.6,226º
Nísia Floresta,RN,"24,501",0,8,13,0,9,13,28.6,29.9,265º
São José de Mipibu,RN,"40,511",4,9,22,4,10,22,28.8,29.6,272º
Baraúna,RN,"24,977",0,10,10,0,10,11,26.7,28.0,297º
Açu,RN,"54,031",21,10,11,21,10,12,25.9,26.5,316º
Santa Cruz,RN,"36,477",8,9,10,9,9,11,24.7,26.5,317º
Parnamirim,RN,"214,199",32,51,64,34,54,67,22.9,24.1,377º
Parelhas,RN,"20,511",1,2,7,1,2,9,16.3,19.5,477º
Ceará-Mirim,RN,"69,005",6,15,10,7,16,16,15.0,18.8,498º
Santo Antônio,RN,"22,535",4,1,3,4,2,5,11.8,16.3,583º
Pau dos Ferros,RN,"28,197",2,5,5,2,5,5,14.2,14.2,665º
São Miguel,RN,"21,994",2,3,1,2,4,1,9.1,10.6,861º
Apodi,RN,"34,852",7,3,0,7,4,0,9.6,10.5,866º
Caicó,RN,"63,571",2,14,2,3,15,2,9.4,10.5,867º
Canguaretama,RN,"31,506",5,4,0,5,4,0,9.5,9.5,920º
Touros,RN,"31,574",2,1,3,2,3,3,6.3,8.4,992º
João Câmara,RN,"32,677",1,1,4,1,2,5,6.1,8.2,1015º
Monte Alegre,RN,"20,959",1,1,2,1,1,3,6.4,8.0,1026º
Currais Novos,RN,"42,934",1,5,3,1,5,3,7.0,7.0,1096º
Macau,RN,"29,446",1,2,3,1,2,3,6.8,6.8,1113º
Goianinha,RN,"23,209",1,2,1,1,2,1,5.7,5.7,1205º
Nova Cruz,RN,"35,741",2,3,1,2,3,1,5.6,5.6,1215º
Areia Branca,RN,"25,736",0,2,2,0,2,2,5.2,5.2,1255º
Acari,RN,"11,012",0,2,1,0,2,1,,,
